1.466666666666666563e+00,7.992246747016906738e-01,1.077681481838226318e-01,2.185672055929899216e-03,7.137634605169296265e-02,3.672671038657426834e-03,7.844130508601665497e-03,7.928382605314254761e-03
1.666666666666666741e+00,6.135877370834350586e-01,2.388396263122558594e-01,3.878231858834624290e-03,1.104457750916481018e-01,1.062419265508651733e-02,1.131050381809473038e-02,1.131391059607267380e-02
1.866666666666666696e+00,3.909917473793029785e-01,5.166125297546386719e-01,5.650077015161514282e-03,4.841935634613037109e-02,1.418673340231180191e-02,7.948099635541439056e-03,1.619143225252628326e-02
2.066666666666666874e+00,4.505403935909271240e-01,3.853016197681427002e-01,9.139906615018844604e-03,8.307986706495285034e-02,2.240926027297973633e-02,1.817695237696170807e-02,3.135201334953308105e-02
2.266666666666666607e+00,5.536267757415771484e-01,3.073448538780212402e-01,1.246927678585052490e-02,6.228416785597801208e-02,1.596909761428833008e-02,2.592819929122924805e-02,2.237767539918422699e-02
2.466666666666666785e+00,8.643691241741180420e-02,8.306859135627746582e-01,1.523953117430210114e-02,2.064598165452480316e-02,1.518907118588685989e-02,1.209244877099990845e-02,1.971002481877803802e-02
2.666666666666666519e+00,7.326818257570266724e-02,8.588216304779052734e-01,1.143313478678464890e-02,2.283949963748455048e-02,9.771713986992835999e-03,3.092459170147776604e-03,2.077332884073257446e-02
2.866666666666666696e+00,5.616945400834083557e-02,8.466212749481201172e-01,1.435167342424392700e-02,1.154404133558273315e-02,7.884569466114044189e-03,6.085066590458154678e-03,5.734396353363990784e-02
3.066666666666666874e+00,7.368976622819900513e-02,8.409360051155090332e-01,1.485007721930742264e-02,8.440903387963771820e-03,5.004114005714654922e-03,4.854279104620218277e-03,5.222484841942787170e-02
3.266666666666666607e+00,8.723256736993789673e-02,7.419579625129699707e-01,5.530842393636703491e-02,1.519001089036464691e-02,1.465542055666446686e-02,1.228206697851419449e-02,7.337349653244018555e-02
3.466666666666666785e+00,3.228510916233062744e-01,4.342240691184997559e-01,6.877359747886657715e-02,2.330557443201541901e-02,2.551183104515075684e-02,2.728810533881187439e-02,9.804575145244598389e-02
3.666666666666666519e+00,2.726091444492340088e-01,4.518008530139923096e-01,4.607696831226348877e-02,3.180492669343948364e-02,1.657461002469062805e-02,2.242658101022243500e-02,1.587069928646087646e-01
3.866666666666666696e+00,3.241597712039947510e-01,2.598408460617065430e-01,7.957648485898971558e-02,2.543712593615055084e-02,2.233873493969440460e-02,3.503667563199996948e-02,2.536103725433349609e-01
4.066666666666666430e+00,4.728664457798004150e-01,2.851786315441131592e-01,4.478011652827262878e-02,1.312607433646917343e-02,9.839309379458427429e-03,1.473619416356086731e-02,1.594731956720352173e-01
4.266666666666666607e+00,3.340999484062194824e-01,4.119305908679962158e-01,6.274744868278503418e-02,1.461517158895730972e-02,6.639108527451753616e-03,9.547053836286067963e-03,1.604207456111907959e-01
4.466666666666666785e+00,4.556916952133178711e-01,3.347373902797698975e-01,3.615008294582366943e-02,1.035571191459894180e-02,8.133562281727790833e-03,9.551973082125186920e-03,1.453795731067657471e-01
4.666666666666666963e+00,7.156292796134948730e-01,1.886397004127502441e-01,1.799874193966388702e-02,1.029983349144458771e-02,4.909250885248184204e-03,6.414455361664295197e-03,5.610876530408859253e-02
4.866666666666666252e+00,8.527704477310180664e-01,6.947737932205200195e-02,1.644430682063102722e-02,6.536166183650493622e-03,5.444997921586036682e-03,8.911916986107826233e-03,4.041486606001853943e-02
5.066666666666666430e+00,7.694379687309265137e-01,1.474544554948806763e-01,1.971661858260631561e-02,6.198863498866558075e-03,4.820767324417829514e-03,8.468572981655597687e-03,4.390279948711395264e-02
5.266666666666666607e+00,6.070599555969238281e-01,2.551330029964447021e-01,5.000736936926841736e-02,9.151891805231571198e-03,6.245177239179611206e-03,1.433801651000976562e-02,5.806460604071617126e-02
5.466666666666666785e+00,7.779023051261901855e-01,1.583508551120758057e-01,1.781556941568851471e-02,4.270656034350395203e-03,2.931392518803477287e-03,7.823997177183628082e-03,3.090524114668369293e-02
5.666666666666666963e+00,5.226105451583862305e-01,4.258919358253479004e-01,1.522699277848005295e-02,4.024061840027570724e-03,3.866504412144422531e-03,5.265692714601755142e-03,2.311426587402820587e-02
5.866666666666666252e+00,5.588046908378601074e-01,3.607450425624847412e-01,2.201300300657749176e-02,9.355677291750907898e-03,5.356439389288425446e-03,5.076879169791936874e-03,3.864825889468193054e-02
6.066666666666666430e+00,4.861121475696563721e-01,4.681276977062225342e-01,8.176528848707675934e-03,5.211105104535818100e-03,6.891758646816015244e-03,2.436194103211164474e-03,2.304450236260890961e-02
6.266666666666666607e+00,4.905948042869567871e-01,4.651017189025878906e-01,6.499845534563064575e-03,5.776182748377323151e-03,6.663891952484846115e-03,1.546503859572112560e-03,2.381699346005916595e-02
6.466666666666666785e+00,2.205352783203125000e-01,7.579232454299926758e-01,2.940759528428316116e-03,5.773271434009075165e-03,3.464529290795326233e-03,7.742045563645660877e-04,8.588731288909912109e-03
6.666666666666666963e+00,5.050829052925109863e-01,4.507514238357543945e-01,5.536351818591356277e-03,1.622835360467433929e-02,6.269118748605251312e-03,2.287941752001643181e-03,1.384394057095050812e-02
6.866666666666666252e+00,8.412389755249023438e-01,7.594464719295501709e-02,6.527445744723081589e-03,4.001192003488540649e-02,1.168063748627901077e-02,9.387724101543426514e-03,1.520856190472841263e-02
7.066666666666666430e+00,7.557966113090515137e-01,7.392573356628417969e-02,4.908608738332986832e-03,1.122206375002861023e-01,1.741380244493484497e-02,2.031866461038589478e-02,1.541595533490180969e-02
7.266666666666666607e+00,6.985351443290710449e-01,6.779735442250967026e-03,3.018575254827737808e-03,6.876135617494583130e-02,1.150733418762683868e-02,1.937222480773925781e-01,1.767561770975589752e-02
7.466666666666666785e+00,7.386254519224166870e-02,9.561721235513687134e-04,1.820399193093180656e-03,7.164889015257358551e-03,3.974741324782371521e-03,9.060253500938415527e-01,6.195968482643365860e-03
7.666666666666666963e+00,7.174109108746051788e-03,2.007977163884788752e-04,1.270108507014811039e-03,5.970945348963141441e-04,1.977733569219708443e-03,9.872980117797851562e-01,1.482255989685654640e-03
7.866666666666666252e+00,1.317705842666327953e-03,6.073050826671533287e-05,5.786201800219714642e-04,2.297427417943254113e-04,1.226585824042558670e-03,9.962867498397827148e-01,2.999904390890151262e-04
8.066666666666666430e+00,4.503107920754700899e-04,9.759569365996867418e-06,3.360777918715029955e-04,8.287116361316293478e-05,3.471724048722535372e-04,9.986158609390258789e-01,1.579187519382685423e-04
8.266666666666667496e+00,1.322249649092555046e-03,2.178512295358814299e-05,7.070287829264998436e-04,9.632574074203148484e-05,5.254818242974579334e-04,9.969872832298278809e-01,3.399900742806494236e-04
8.466666666666666785e+00,9.363889112137258053e-04,2.528989170968998224e-05,2.110505010932683945e-03,1.252235961146652699e-04,3.353845968376845121e-04,9.961489439010620117e-01,3.182387736160308123e-04
8.666666666666666075e+00,5.940693081356585026e-04,1.887297548819333315e-05,8.592167287133634090e-04,1.007570535875856876e-04,3.010316868312656879e-04,9.979464411735534668e-01,1.795147545635700226e-04
